ecosystem	ArtCal	MalLau	SalMel	LeyCon	MalFas	EriFas	OpuLit	RhusInt	SamCer	DeiFas	ShoGra	BraNig	Steph	Stalk1	CroSet	area_m2	BareGround
grassland	7.297133899393482	0	5.862815805839286	0	0	8.254537052115381	1.3319481508809983	18.086888328779416	6.972812049487543	190.95172396410376	190.95172396410376	63.65057465470126	63.65057465470126	120.93609184393239	6.365057465470126	748.4574221564822	64.14554032297349
shrubland	43.58767749692342	306.2854438055197	123.03871423610612	0.8951978145338988	0	0	0	0	0	11.495535891487009	11.495535891487009	3.831845297162337	3.831845297162337	7.757022856628764	0.3831845297162337	631.5615512073437	118.95954809061686
