Specimen ID,Specimen,Sample,Sample ID,Run Time,All Abs. Count,All Count,E4 Abs. Count,Abs_count_minus_negative
27,T4_______8_12_20,131,3588,8/12/20 11:37,551,10996,3,3
27,T4_______8_12_20,132 1:10,3532,8/12/20 11:33,4069,80447,18.7,18.7
27,T4_______8_12_20,133 1:10,3534,8/12/20 11:34,3347,66287,9.5,9.5
27,T4_______8_12_20,134 1:10,3536,8/12/20 11:39,1775,35350,9.35,9.35
27,T4_______8_12_20,135 1:10,3538,8/12/20 11:40,2265,44971,11.2,11.2
27,T4_______8_12_20,135 1:10 from OG; different stai,3539,8/12/20 11:42,1973,39248,7.85,7.85
27,T4_______8_12_20,136 1:10,3540,8/12/20 11:43,479,9550,9.8,9.8
27,T4_______8_12_20,137 1:10,3542,8/12/20 11:45,2499,49642,45.4,45.4
27,T4_______8_12_20,138 1:10,3544,8/12/20 11:46,2384,47375,16.2,16.2
27,T4_______8_12_20,139 1:10,3546,8/12/20 11:47,3515,69586,16.6,16.6
27,T4_______8_12_20,139 1:10  from OG,3547,8/12/20 11:49,3088,61151,20,20
27,T4_______8_12_20,140 1:10,3548,8/12/20 11:50,2956,58585,19.2,19.2
27,T4_______8_12_20,141 1:10,3550,8/12/20 11:51,526,10498,9.8,9.8
27,T4_______8_12_20,141,3551,8/12/20 11:53,2302,45637,89.3,89.3
27,T4_______8_12_20,142 1:10,3552,8/12/20 11:54,483,9659,3.8,3.8
27,T4_______8_12_20,142,3553,8/12/20 11:55,2272,45134,20.9,20.9
27,T4_______8_12_20,143 1:10,3554,8/12/20 11:57,2563,50866,15.5,15.5
27,T4_______8_12_20,144 1:10,3556,8/12/20 11:58,524,10448,1.55,1.55
27,T4_______8_12_20,144,3557,8/12/20 11:59,2989,59233,23.3,23.3
27,T4_______8_12_20,145 1:10,3558,8/12/20 12:00,634,12669,3.2,3.2
27,T4_______8_12_20,145 1:2,3559,8/12/20 12:01,1726,34337,18.4,18.4
27,T4_______8_12_20,146 1:10,3560,8/12/20 12:02,2570,51044,14.5,14.5
27,T4_______8_12_20,147 1:10,3562,8/12/20 12:03,4801,94765,32.4,32.4
27,T4_______8_12_20,147,3563,8/12/20 12:05,2432,48220,16.3,16.3
27,T4_______8_12_20,148 1:10,3571,8/12/20 12:06,2747,54509,17.2,17.2
27,T4_______8_12_20,148,3572,8/12/20 12:07,19709,202801,82.9,82.9
27,T4_______8_12_20,unstained GTA,3589,8/12/20 12:08,132,2636,0.4,0.4
27,T4_______8_12_20,149 1:10,3573,8/12/20 12:09,328,6544,0.35,0.35
27,T4_______8_12_20,149,3574,8/12/20 12:10,1042,20780,0.95,0.95
