"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"
"A1"	0	0.12191235510045	0.822511939562176	0.840639104227921	0.840639104227921	0.983963119929847	0.983963119929847	0.983963119929847	0.408719562531215	0.297186546704263	0.11695355197783	0.861014559550749	0.961556192844479	0.983963119929847	0.983963119929847	0.983963119929847	0.605192398620535	0.468878080253238	0.632166588857229	0.840639104227921	0.983963119929847	0.983963119929847	0.983963119929847	0.886047882887102
"A2"	0.12191235510045	0	0.900720544555687	0.917884531622915	0.917884531622915	1	1	1	0.440578386372255	0.320523680022119	0.232651640070219	0.917884531622915	0.978783653494562	1	1	1	0.709896143393761	0.341619997370838	0.720489096447285	0.917884531622915	1	1	1	0.917884531622915
"A3"	0.822511939562176	0.900720544555687	0	0.208601080132586	0.60631450959804	0.809292753488627	0.809292753488627	0.809292753488627	0.893684957203996	0.683784384474468	0.705558387584347	0.686344193109529	0.786885826403258	0.809292753488627	0.809292753488627	0.809292753488627	0.363352813701941	0.938507158090399	0.355777343382121	0.458621355930298	0.809292753488627	0.809292753488627	0.809292753488627	0.711377516445881
"A4"	0.840639104227921	0.917884531622915	0.208601080132586	0	0.397713429465455	0.600691673356041	0.600691673356041	0.600691673356041	0.910969249654034	0.696732039665143	0.723685552250091	0.477743112976943	0.578284746270673	0.600691673356041	0.600691673356041	0.600691673356041	0.384698374423325	0.956634322756144	0.208472515370692	0.250020275797712	0.600691673356041	0.600691673356041	0.600691673356041	0.502776436313296
"A5"	0.840639104227921	0.917884531622915	0.60631450959804	0.397713429465455	0	0.202978243890586	0.202978243890586	0.202978243890586	0.910969249654034	0.855019118457592	0.723685552250091	0.0800296835114883	0.180571316805218	0.202978243890586	0.202978243890586	0.202978243890586	0.736732593148748	0.956634322756144	0.45900968158661	0.147693153667742	0.202978243890586	0.202978243890586	0.202978243890586	0.105063006847841
"A6"	0.983963119929847	1	0.809292753488627	0.600691673356041	0.202978243890586	0	0.201406663905559	0.201406663905559	1	1	0.908893449623329	0.201406663905559	0.201406663905559	0.201406663905559	0.201406663905559	0.201406663905559	0.975748705705726	0.956634322756144	0.661987925477197	0.350671397558329	0.201406663905559	0.201406663905559	0.201406663905559	0.201406663905559
"A7"	0.983963119929847	1	0.809292753488627	0.600691673356041	0.202978243890586	0.201406663905559	0	0.00894076977138933	1	1	0.908893449623329	0.122948560379098	0.0224069270853684	0	0	0.168372535782482	0.975748705705726	0.956634322756144	0.661987925477197	0.350671397558329	0	0	0	0.0979152370427452
"A8"	0.983963119929847	1	0.809292753488627	0.600691673356041	0.202978243890586	0.201406663905559	0.00894076977138933	0	1	1	0.908893449623329	0.122948560379098	0.0224069270853685	0.00894076977138933	0.00894076977138933	0.168304555670571	0.975748705705726	0.956634322756144	0.661987925477197	0.350671397558329	0.00894076977138933	0.00894076977138933	0.00894076977138933	0.0979152370427452
"B1"	0.408719562531215	0.440578386372255	0.893684957203996	0.910969249654034	0.910969249654034	1	1	1	0	0.242455409309868	0.408794634752141	0.910969249654035	0.978634944416759	1	1	1	0.873163353636332	0.808166848709567	0.71219023540083	0.910969249654034	1	1	1	0.910969249654034
"B2"	0.297186546704263	0.320523680022119	0.683784384474468	0.696732039665143	0.855019118457592	1	1	1	0.242455409309868	0	0.35080641634903	0.912181767235408	0.983995447101985	1	1	1	0.519311028601007	0.5910719876259	0.547826775354657	0.749526612432809	1	1	1	0.930062271153833
"B3"	0.11695355197783	0.232651640070219	0.705558387584347	0.723685552250091	0.723685552250091	0.908893449623329	0.908893449623329	0.908893449623329	0.408794634752141	0.35080641634903	0	0.785944889244231	0.88648652253796	0.908893449623329	0.908893449623329	0.908893449623329	0.550505084556118	0.55842410192354	0.515213036879399	0.723685552250091	0.908893449623329	0.908893449623329	0.908893449623329	0.810978212580584
"B4"	0.861014559550749	0.917884531622915	0.686344193109529	0.477743112976943	0.0800296835114883	0.201406663905559	0.122948560379098	0.122948560379098	0.910969249654035	0.912181767235408	0.785944889244231	0	0.10054163329373	0.122948560379098	0.122948560379098	0.168372535782482	0.830971184809795	0.956634322756144	0.539039365098099	0.227722837179231	0.122948560379098	0.122948560379098	0.122948560379098	0.0250333233363527
"B5"	0.961556192844479	0.978783653494562	0.786885826403258	0.578284746270673	0.180571316805218	0.201406663905559	0.0224069270853684	0.0224069270853685	0.978634944416759	0.983995447101985	0.88648652253796	0.10054163329373	0	0.0224069270853684	0.0224069270853684	0.168372535782482	0.9493635301143	0.956634322756144	0.639580998391828	0.32826447047296	0.0224069270853684	0.0224069270853684	0.0224069270853684	0.0755083099573768
"B6"	0.983963119929847	1	0.809292753488627	0.600691673356041	0.202978243890586	0.201406663905559	0	0.00894076977138933	1	1	0.908893449623329	0.122948560379098	0.0224069270853684	0	0	0.168372535782482	0.975748705705726	0.956634322756144	0.661987925477197	0.350671397558329	0	0	0	0.0979152370427452
"B7"	0.983963119929847	1	0.809292753488627	0.600691673356041	0.202978243890586	0.201406663905559	0	0.00894076977138933	1	1	0.908893449623329	0.122948560379098	0.0224069270853684	0	0	0.168372535782482	0.975748705705726	0.956634322756144	0.661987925477197	0.350671397558329	0	0	0	0.0979152370427452
"B8"	0.983963119929847	1	0.809292753488627	0.600691673356041	0.202978243890586	0.201406663905559	0.168372535782482	0.168304555670571	1	1	0.908893449623329	0.168372535782482	0.168372535782482	0.168372535782482	0.168372535782482	0	0.975748705705726	0.956634322756144	0.661987925477197	0.350671397558329	0.168372535782482	0.168372535782482	0.168372535782482	0.168372535782482
"C1"	0.605192398620535	0.709896143393761	0.363352813701941	0.384698374423325	0.736732593148748	0.975748705705726	0.975748705705726	0.975748705705726	0.873163353636332	0.519311028601007	0.550505084556118	0.830971184809795	0.9493635301143	0.975748705705726	0.975748705705726	0.975748705705726	0	0.768595805987647	0.441713686825717	0.562817188402352	0.975748705705726	0.975748705705726	0.975748705705726	0.86044906142135
"C2"	0.468878080253238	0.341619997370838	0.938507158090399	0.956634322756144	0.956634322756144	0.956634322756144	0.956634322756144	0.956634322756144	0.808166848709567	0.5910719876259	0.55842410192354	0.956634322756144	0.956634322756144	0.956634322756144	0.956634322756144	0.956634322756144	0.768595805987647	0	0.775971986384029	0.956634322756144	0.956634322756144	0.956634322756144	0.956634322756144	0.956634322756144
"C3"	0.632166588857229	0.720489096447285	0.355777343382121	0.208472515370692	0.45900968158661	0.661987925477197	0.661987925477197	0.661987925477197	0.71219023540083	0.547826775354657	0.515213036879399	0.539039365098099	0.639580998391828	0.661987925477197	0.661987925477197	0.661987925477197	0.441713686825717	0.775971986384029	0	0.311316527918868	0.661987925477197	0.661987925477197	0.661987925477197	0.564072688434452
"C4"	0.840639104227921	0.917884531622915	0.458621355930298	0.250020275797712	0.147693153667742	0.350671397558329	0.350671397558329	0.350671397558329	0.910969249654034	0.749526612432809	0.723685552250091	0.227722837179231	0.32826447047296	0.350671397558329	0.350671397558329	0.350671397558329	0.562817188402352	0.956634322756144	0.311316527918868	0	0.350671397558329	0.350671397558329	0.350671397558329	0.252756160515584
"C5"	0.983963119929847	1	0.809292753488627	0.600691673356041	0.202978243890586	0.201406663905559	0	0.00894076977138933	1	1	0.908893449623329	0.122948560379098	0.0224069270853684	0	0	0.168372535782482	0.975748705705726	0.956634322756144	0.661987925477197	0.350671397558329	0	0	0	0.0979152370427452
