"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"
"A1"	0	0.207960082040227	0.422019429639256	0.539670932972478	0.664567792000036	0.785106084048301	0.908144505325206	0.756395180316577	0.0949838053745031	0.249154539394043	0.381446928053433	0.509022999772967	0.638240687245887	0.756044771649751	0.938145388107051	0.914911013389813	0.145611333199036	0.214343277501163	0.425968027823324	0.565336344986811	0.69237556176932	0.784946637990311	0.911714852001888	0.902926117985364
"A2"	0.207960082040227	0	0.222926386703095	0.33717520073004	0.452712994144251	0.572223133618258	0.69421207702868	0.554450020571839	0.249111851485342	0.154505712216121	0.184447685814602	0.310878698727624	0.438994201195618	0.555793454930492	0.7363408121338	0.713304619104479	0.298075416555745	0.046304016903151	0.227661264934035	0.365835571835499	0.491786405464613	0.584244067496676	0.710135719937571	0.701421950974475
"A3"	0.422019429639256	0.222926386703095	0	0.11997241014262	0.243803939431854	0.363314078905862	0.485303022316283	0.338835285012232	0.468812418551543	0.345715497377137	0.175301972326898	0.237648256177543	0.315412017265061	0.432211270999934	0.612758628203242	0.589722435173921	0.431244612652913	0.272226693581744	0.216442327178914	0.260160737667018	0.367659097876299	0.460535692642651	0.586553536007013	0.577839767043917
"A4"	0.539670932972478	0.33717520073004	0.11997241014262	0	0.123831529289234	0.243341668763242	0.365330612173663	0.263575036774912	0.581408013893922	0.433187681509494	0.184308585624928	0.226479650754575	0.281594367304146	0.351227426646938	0.531774783850246	0.508738590820925	0.549197410982817	0.388011093329356	0.205224456798437	0.248942867286541	0.292223583323805	0.379469154929012	0.505569691654017	0.496855922690921
"A5"	0.664567792000036	0.452712994144251	0.243803939431854	0.123831529289234	0	0.119510139474008	0.241499082884429	0.188765614010551	0.685048795151685	0.553437785260343	0.280705934714189	0.192287073856547	0.246437018453611	0.264527628820051	0.428442595570253	0.405406402540932	0.657769332764285	0.494587070931448	0.27424657623806	0.213630438617922	0.256911154655186	0.2793259993881	0.402237503374024	0.393523734410928
"A6"	0.785106084048301	0.572223133618258	0.363314078905862	0.243341668763242	0.119510139474008	0	0.125557778580598	0.198772312883829	0.795407442261975	0.672947924734351	0.400216074188197	0.274428245349305	0.192125804079394	0.204144548344215	0.317575030310145	0.294538837280823	0.77337875076131	0.608071170143045	0.386719539226231	0.250205439902449	0.198825045237335	0.22143593202671	0.293922003019062	0.285208234055967
"A7"	0.908144505325206	0.69421207702868	0.485303022316283	0.365330612173663	0.241499082884429	0.125557778580598	0	0.23774692202035	0.915616077861528	0.794936868144773	0.522205017598618	0.39571712843355	0.291391155335666	0.277160977377512	0.293285740806897	0.262537509594109	0.872816459297181	0.705113023627352	0.482051371540632	0.343877064639169	0.290836547924872	0.294717311774786	0.303875141953192	0.303875141953192
"A8"	0.756395180316577	0.554450020571839	0.338835285012232	0.263575036774912	0.188765614010551	0.198772312883829	0.23774692202035	0	0.795538794168158	0.650462501351293	0.382386084889732	0.287395762451761	0.310420614200707	0.302192934550394	0.40788616041002	0.373922524600187	0.773516352279853	0.608206242048539	0.386853407649498	0.312404716117656	0.314155346231136	0.32642010841199	0.412091257792362	0.403377488829266
"B1"	0.0949838053745031	0.249111851485342	0.468812418551543	0.581408013893922	0.685048795151685	0.795407442261975	0.915616077861528	0.795538794168158	0	0.179754382014614	0.418685964267911	0.525625109091871	0.65188673723945	0.766995866571176	0.944930642918223	0.922227791333727	0.201030310142295	0.232967500639845	0.444550578369969	0.580716765328688	0.704837125648489	0.795246911866592	0.919104747201348	0.910517069399772
"B2"	0.249154539394043	0.154505712216121	0.345715497377137	0.433187681509494	0.553437785260343	0.672947924734351	0.794936868144773	0.650462501351293	0.179754382014614	0	0.272731850546154	0.399219739711222	0.527335242179217	0.644134495914091	0.824681853117399	0.801645660088078	0.353599932889122	0.174436230691243	0.316391980139753	0.454566287041216	0.58051712067033	0.672675314343185	0.798476760921169	0.789762991958074
"B3"	0.381446928053433	0.184447685814602	0.175301972326898	0.184308585624928	0.280705934714189	0.400216074188197	0.522205017598618	0.382386084889732	0.418685964267911	0.272731850546154	0	0.126487889165068	0.254603391633063	0.371402645367937	0.551950002571245	0.528913809541924	0.391649026143082	0.220680614864738	0.0429167011875288	0.180631410466329	0.306582244095443	0.399664974754478	0.525744910375015	0.51703114141192
"B4"	0.509022999772967	0.310878698727624	0.237648256177543	0.226479650754575	0.192287073856547	0.274428245349305	0.39571712843355	0.287395762451761	0.525625109091871	0.399219739711222	0.126487889165068	0	0.128115502467995	0.244914756202869	0.425462113406177	0.402425920376856	0.490053451016125	0.329954413026722	0.111080785014417	0.0558626153772774	0.179536414144654	0.273047927623161	0.399257021209947	0.390543252246852
"B5"	0.638240687245887	0.438994201195618	0.315412017265061	0.281594367304146	0.246437018453611	0.192125804079394	0.291391155335666	0.310420614200707	0.65188673723945	0.527335242179217	0.254603391633063	0.128115502467995	0	0.116799253734874	0.297346610938182	0.274310417908861	0.596539100191943	0.43391464053867	0.214063911476559	0.0775498121527771	0.0534268728198111	0.147364009120511	0.273701308819128	0.264987539856032
"B6"	0.756044771649751	0.555793454930492	0.432211270999934	0.351227426646938	0.264527628820051	0.204144548344215	0.277160977377512	0.302192934550394	0.766995866571176	0.644134495914091	0.371402645367937	0.244914756202869	0.116799253734874	0	0.180547357203308	0.157511164173987	0.717125024327871	0.552283759726831	0.330583806819141	0.192409499917677	0.0664586662885633	0.0467915837337452	0.171132233042408	0.165324862968158
