"ArtCal"	"MalLau"	"SalMel"	"LeyCon"	"MalFas"	"EriFas"	"OpuLit"	"RhusInt"	"SamCer"	"DeiFas"	"ShoGra"	"BraNig"	"Steph"	"Stalk1"	"CroSet"
"A1"	0.121818169947987	0.583724900031639	0.284979735634366	0	0	0	0	0	0	0.00284315831580241	0.00284315831580241	0.000947719438600803	0.000947719438600803	0.00180066693334152	9.47719438600803e-05
"A2"	0.135731748200036	0.36177910668309	0.399359552114353	0	0	0	0	0	0	0.030923225594864	0.030923225594864	0.0103077418649547	0.0103077418649547	0.0196368838963891	0.00103077418649547
"A3"	0.318019789734722	0.064851579612844	0.193125396594219	0	0	0	0	0	0	0.124624957131679	0.124624957131679	0.0415416523772265	0.0415416523772265	0.0875158498026798	0.00415416523772265
"A4"	0.310262420423224	0.0280091165007937	0.0402550495140881	0	0	0	0	0.0467392947090701	0	0.170863309717076	0.170863309717076	0.0569544365723587	0.0569544365723587	0.113403182616718	0.00569544365723587
"A5"	0.158126835106978	0	0	0	0	0	0	0.18718399009309	0	0.196406752439979	0.196406752439979	0.0654689174799931	0.0654689174799931	0.124390943211987	0.00654689174799931
"A6"	0.0367227426868037	0	0	0	0	0	0	0.299697634842165	0	0.199073886741309	0.199073886741309	0.0663579622471032	0.0663579622471032	0.126080128269496	0.00663579622471032
"A7"	0.00520355313049295	0	0	0	0	0	0	0.139011588959363	0	0.256735457373043	0.256735457373043	0.0855784857910144	0.0855784857910144	0.162599123002927	0.00855784857910144
"A8"	0.0304767148370424	0	0.116426828520056	0	0	0.0970711211854966	0.13777018519695	0.0837191201622272	0	0.160360809029468	0.160360809029468	0.0534536030098228	0.0534536030098228	0.101561845718663	0.00534536030098228
"B1"	0.0640479167015737	0.84392146342424	0.188268649899636	0	0	0	0	0	0	0	0	0	0	0	0
"B2"	0.105478908128691	0.853089889712043	0.296690220404012	0	0	0	0	0	0	0	0	0	0	0	0
"B3"	0.295170324551214	0.493051936499956	0.113808087892451	0	0	0	0	0	0	0.0293908953169135	0.0293908953169135	0.00979696510563785	0.00979696510563785	0.0186142337007119	0.000979696510563785
"B4"	0.319131047878436	0.171273822672383	0.0546460501660966	0	0	0	0	0	0	0.136484723784925	0.136484723784925	0.0454949079283084	0.0454949079283084	0.086440325063786	0.00454949079283084
"B5"	0.237030914995839	0.00223884307398528	0.00165574839001839	0	0	0	0	0	0	0.227722348062047	0.227722348062047	0.0759074493540158	0.0759074493540158	0.14422415377263	0.00759074493540158
"B6"	0.0706034916163651	0	0	0	0	0	0	0	0	0.27881895251509	0.27881895251509	0.0929396508383635	0.0929396508383635	0.176585336592891	0.00929396508383635
"B7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B8"	0	0	0	0	0	0.132326594817841	0	0	0	0.260302021554648	0.260302021554648	0.0867673405182159	0.0867673405182159	0.16485794698461	0.00867673405182159
"C1"	0.12028570690447	0.00872508971001231	0.642726953759496	0	0	0	0	0	0	0.00515579816190387	0.00515579816190387	0.00171859938730129	0.00171859938730129	0.00326533883587245	0.000171859938730129
"C2"	0.139383177547982	0.455047502745352	0.26665553070117	0	0	0	0	0	0	0.0252482417793653	0.0252482417793653	0.00841608059312178	0.00841608059312178	0.0159905531269314	0.000841608059312178
"C3"	0.291858614042183	0.313413179540633	0.0709384895131872	0	0	0	0	0	0	0.0915995012384861	0.0915995012384861	0.0305331670794954	0.0305331670794954	0.0580130174510412	0.00305331670794954
"C4"	0.233402576688102	0.150200522738966	0.0384770917349956	0	0	0	0	0	0	0.173375942651381	0.173375942651381	0.0577919808837937	0.0577919808837937	0.109804763679208	0.00577919808837937
"C5"	0.12851173285637	0.00473540235488295	0.000989497313466432	0	0	0	0	0	0	0.259729010242584	0.259729010242584	0.086576336747528	0.086576336747528	0.164495039820303	0.0086576336747528
"C6"	0.00972626446620216	0	0	0	0	0	0	0	0	0.297082120660139	0.297082120660139	0.0990273735533798	0.0990273735533798	0.188152009751422	0.00990273735533798
"C7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C8"	0.116559742784217	0	0	0	0	0	0	0	0	0.265032077164735	0.265032077164735	0.0883440257215783	0.0883440257215783	0.167853648870999	0.00883440257215783
