"ArtCal"	"MalLau"	"SalMel"	"LeyCon"	"MalFas"	"EriFas"	"OpuLit"	"RhusInt"	"SamCer"	"DeiFas"	"ShoGra"	"BraNig"	"Steph"	"Stalk1"	"CroSet"
"A1"	0.143627167788031	0.505143039919098	0.335130058172073	0	0	0	0	0	0	0.004829920236239	0.004829920236239	0.00160997341207967	0.00160997341207967	0.00305894948295137	0.000160997341207967
"A2"	0.0893177948771272	0.51486573357069	0.515384693783909	0	0	0	0	0	0	0	0	0	0	0	0
"A3"	0.813227019319738	0	0.0127782149212757	0	0	0	0	0	0	0.052198429727696	0.052198429727696	0.0173994765758987	0.0173994765758987	0.0330590054942074	0.00173994765758987
"A4"	0.615807133237864	0	0	0	0	0	0	0	0	0.115257860028641	0.115257860028641	0.0384192866762136	0.0384192866762136	0.0729966446848058	0.00384192866762136
"A5"	0.202148961702282	0	0	0	0	0	0	0	0	0.239355311489315	0.239355311489315	0.0797851038297718	0.0797851038297718	0.151591697276566	0.00797851038297718
"A6"	0	0	0	0	0	0	0	0.191418284518888	0	0.242574514644333	0.242574514644333	0.0808581715481111	0.0808581715481111	0.153630525941411	0.00808581715481111
"A7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"A8"	0	0	0	0	0	0	0.00435876536653994	0	0	0.298692370390038	0.298692370390038	0.099564123463346	0.099564123463346	0.189171834580357	0.0099564123463346
"B1"	0.08847492881263	0.983632473906827	0.0144137699304524	0	0	0	0	0	0	0	0	0	0	0	0
"B2"	0.439191378308579	0.983632473976563	0.404147741693964	0	0	0	0	0	0	0	0	0	0	0	0
"B3"	0.18080485152645	0.509566193461307	0.226639974985658	0	0	0	0	0	0	0.0248966940079758	0.0248966940079758	0.00829889800265861	0.00829889800265861	0.0157679062050514	0.000829889800265861
"B4"	0.110031862404234	0	0	0	0	0	0	0	0	0.26699044127873	0.26699044127873	0.0889968137595766	0.0889968137595766	0.169093946143196	0.00889968137595766
"B5"	0.015480839797177	0	0	0	0	0	0	0	0	0.295355748060847	0.295355748060847	0.0984519160202823	0.0984519160202823	0.187058640438536	0.00984519160202823
"B6"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B8"	0	0	0	0	0	0.157676056011522	0	0	0	0.252697183196543	0.252697183196543	0.0842323943988478	0.0842323943988478	0.160041549357811	0.00842323943988478
"C1"	0.521400401496477	0	0.161388440716223	0	0	0	0	0	0	0.00620577174203446	0.00620577174203446	0.00206859058067815	0.00206859058067815	0.00393032210328849	0.000206859058067815
"C2"	0	0.170573359456801	0.795652217973092	0	0	0	0	0	0	0.0101323267710319	0.0101323267710319	0.00337744225701062	0.00337744225701062	0.00641714028832018	0.000337744225701062
"C3"	0.452534539858639	0.200186485748877	0	0	0	0	0	0	0	0.104183692317745	0.104183692317745	0.0347278974392484	0.0347278974392484	0.0659830051345719	0.00347278974392484
"C4"	0.34783085622028	0	0	0	0	0	0	0	0	0.195650743133916	0.195650743133916	0.065216914377972	0.065216914377972	0.123912137318147	0.0065216914377972
"C5"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C6"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C8"	0.0892080424556543	0	0	0	0	0	0	0	0	0.273237587263304	0.273237587263304	0.0910791957544346	0.0910791957544346	0.173050471933426	0.00910791957544346
