"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"
"A1"	0	0.124225560481781	0.839640837560259	0.839640837560259	0.839640837560259	0.98368287679386	0.983682876793861	0.983682876793861	0.449374748214298	0.331252817966406	0.0638188742121991	0.924994881254037	0.983682876793861	0.983682876793861	0.983682876793861	0.98368287679386	0.703428106175527	0.526194583415871	0.681237233316916	0.839640837560259	0.983682876793861	0.983682876793861	0.983682876793861	0.925090210040188
"A2"	0.124225560481781	0	0.907601682878568	0.907601682878568	0.907601682878568	1	1	1	0.457036357813928	0.299817012835426	0.163305218461218	0.945244713786414	1	1	1	1	0.791368952479019	0.411016745049298	0.759812776342777	0.907601682878568	1	1	1	0.945333654547162
"A3"	0.839640837560259	0.907601682878568	0	0.215271409613233	0.717163905100358	0.906337219792163	0.906337219792163	0.906337219792163	0.942467921584588	0.652075579398338	0.797754346742757	0.847649224252339	0.906337219792163	0.906337219792163	0.906337219792163	0.906337219792163	0.264198990889445	0.983640135527599	0.460230344363858	0.578800338433866	0.906337219792163	0.906337219792163	0.906337219792163	0.84774455303849
"A4"	0.839640837560259	0.907601682878568	0.215271409613233	0	0.501892495487125	0.69106581017893	0.69106581017893	0.69106581017893	0.942467921584588	0.652075579398338	0.797754346742758	0.632377814639106	0.69106581017893	0.69106581017893	0.69106581017893	0.69106581017893	0.264198990889445	0.983640135527599	0.244958934750625	0.363528928820633	0.69106581017893	0.69106581017893	0.69106581017893	0.632473143425257
"A5"	0.839640837560259	0.907601682878568	0.717163905100358	0.501892495487125	0	0.189173314691804	0.189173314691805	0.189173314691805	0.942467921584588	0.871392372378756	0.797754346742757	0.130485319151981	0.189173314691805	0.189173314691805	0.189173314691805	0.189173314691804	0.758523255827266	0.9836401355276	0.415337164979844	0.138363566666492	0.189173314691805	0.189173314691805	0.189173314691805	0.130580647938132
"A6"	0.98368287679386	1	0.906337219792163	0.69106581017893	0.189173314691804	0	0.143732612227829	0.143732612227829	1	1	0.9586972984521	0.143732612227829	0.143732612227829	0.143732612227829	0.143732612227829	0.143732612227829	0.976532215311984	0.983640135527599	0.604510479671648	0.327536881358296	0.143732612227829	0.143732612227829	0.143732612227829	0.143732612227829
"A7"	0.983682876793861	1	0.906337219792163	0.69106581017893	0.189173314691805	0.143732612227829	0	0	1	1	0.9586972984521	0.0586879955398235	0	0	0	0.107112054167226	0.976532215311983	0.9836401355276	0.604510479671648	0.327536881358297	0	0	0	0.0585926667536725
"A8"	0.983682876793861	1	0.906337219792163	0.69106581017893	0.189173314691805	0.143732612227829	0	0	1	1	0.9586972984521	0.0586879955398235	0	0	0	0.107112054167226	0.976532215311983	0.9836401355276	0.604510479671648	0.327536881358297	0	0	0	0.0585926667536725
"B1"	0.449374748214298	0.457036357813928	0.942467921584588	0.942467921584588	0.942467921584588	1	1	1	0	0.301410241538386	0.427897507973528	0.94252990398833	1	1	1	1	0.933907386839403	0.881128900552072	0.787351525791477	0.942467921584588	1	1	1	0.942623254501367
"B2"	0.331252817966406	0.299817012835426	0.652075579398338	0.652075579398338	0.871392372378756	1	1	1	0.301410241538386	0	0.348239019009156	0.960101540280566	1	1	1	1	0.545249031319391	0.613951614062595	0.589029463328852	0.777327254964169	1	1	1	0.960166348623385
