"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"
"A1"	0	0.152363861643366	0.783332922432454	0.848172658602683	0.848172658602683	0.945479428388578	0.984766780692441	0.923496638123251	0.282698461793116	0.259911145398783	0.214801541695733	0.823667923901961	0.873852522548004	0.982705863521548	0.984766780692441	0.984766780692441	0.439489578926615	0.301161078123888	0.567205645360485	0.848172658602683	0.939959283289032	0.984766780692441	0.984766780692441	0.848172658602683
"A2"	0.152363861643366	0	0.857237513727939	0.922077249898168	0.922077249898168	0.936551170105238	0.975838522409101	0.914568379839911	0.408795930790164	0.307552152034727	0.297382897913854	0.897572515197446	0.922077249898168	0.973777605238208	0.975838522409101	0.975838522409101	0.491733906326371	0.164731492518312	0.641110236655971	0.922077249898168	0.931031025005692	0.975838522409101	0.975838522409101	0.922077249898168
"A3"	0.783332922432454	0.857237513727939	0	0.192620001163125	0.460767145501501	0.596681125043309	0.635968477347172	0.574698334777982	0.830547932749122	0.739941082634162	0.568531380736721	0.343147491890485	0.525054219202735	0.633907560176278	0.635968477347172	0.635968477347172	0.539536871741704	0.755919498580354	0.280967013242198	0.27840342162641	0.591160979943763	0.635968477347172	0.635968477347172	0.467923848806739
"A4"	0.848172658602683	0.922077249898168	0.192620001163125	0	0.268147144338375	0.404061123880184	0.443348476184046	0.428299519326558	0.887835499620329	0.788670555455258	0.63337111690695	0.158754863746223	0.332434218039609	0.441287559013153	0.443348476184046	0.443348476184046	0.616773260333897	0.822682961556402	0.293225627816374	0.0857834204632842	0.398540978780637	0.443348476184046	0.443348476184046	0.275303847643614
"A5"	0.848172658602683	0.922077249898168	0.460767145501501	0.268147144338375	0	0.192426864192897	0.265042140119975	0.249993183262487	0.887835499620329	0.868329684192742	0.667680216959379	0.133897015292875	0.154127881975538	0.262981222949082	0.265042140119975	0.265042140119975	0.772659963669958	0.822682961556402	0.561372772154749	0.182363723875091	0.220234642716566	0.265042140119975	0.265042140119975	0.0969975115795426
"A6"	0.945479428388578	0.936551170105238	0.596681125043309	0.404061123880184	0.192426864192897	0	0.321555024771064	0.306506067913576	0.965288618442381	0.970474093829165	0.803594196501188	0.282267672467201	0.282267672467201	0.31949410760017	0.321555024771064	0.321555024771064	0.934559218032168	0.858041059391336	0.697286751696558	0.318277703416899	0.282267672467201	0.321555024771064	0.321555024771064	0.282267672467201
"A7"	0.984766780692441	0.975838522409101	0.635968477347172	0.443348476184046	0.265042140119975	0.321555024771064	0	0.225021855386362	1	1	0.84288154880505	0.309098347138546	0.110914258144437	0.00206091717089336	0	0.255588685915389	0.981357884845572	0.898494026135057	0.73657410400042	0.357565055720762	0.0448074974034092	0	0	0.168044628540433
"A8"	0.923496638123251	0.914568379839911	0.574698334777982	0.428299519326558	0.249993183262487	0.306506067913576	0.225021855386362	0	0.945866260460627	0.953953209506721	0.78161140623586	0.285822017262194	0.209972898528874	0.222960938215469	0.225021855386362	0.208127474185191	0.908373557331514	0.835406062849458	0.721525147142932	0.342516098863274	0.209972898528874	0.225021855386362	0.225021855386362	0.209972898528874
"B1"	0.282698461793116	0.408795930790164	0.830547932749122	0.887835499620329	0.887835499620329	0.965288618442381	1	0.945866260460627	0	0.142024449483067	0.336464747075126	0.866184939165498	0.902004413408807	0.998179126917889	1	1	0.709253517577683	0.546508117168817	0.639593950372538	0.887835499620329	0.960411428925465	1	1	0.887835499620329
"B2"	0.259911145398783	0.307552152034727	0.739941082634162	0.788670555455258	0.868329684192742	0.970474093829165	1	0.953953209506721	0.142024449483067	0	0.366543173216101	0.770254336110194	0.916643810617432	0.998451144110119	1	1	0.454344829969116	0.421995442340068	0.577513397143186	0.788670555455258	0.966325499518253	1	1	0.873708212851244
"B3"	0.214801541695733	0.297382897913854	0.568531380736721	0.63337111690695	0.667680216959379	0.803594196501188	0.84288154880505	0.78161140623586	0.336464747075126	0.366543173216101	0	0.608866382206228	0.731967290660613	0.840820631634157	0.84288154880505	0.842881548805051	0.535516336764501	0.373855026106244	0.352404103664752	0.63337111690695	0.798074051401641	0.84288154880505	0.84288154880505	0.674836920264618
"B4"	0.823667923901961	0.897572515197446	0.343147491890485	0.158754863746223	0.133897015292875	0.282267672467201	0.309098347138546	0.285822017262194	0.866184939165498	0.770254336110194	0.608866382206228	0	0.198184088994108	0.307037429967652	0.309098347138546	0.309098347138546	0.632552711405247	0.797451197139064	0.435703129880738	0.0729714432829387	0.264290849735137	0.309098347138546	0.309098347138546	0.141053718598113
"B5"	0.873852522548004	0.922077249898168	0.525054219202735	0.332434218039609	0.154127881975538	0.282267672467201	0.110914258144437	0.209972898528874	0.902004413408807	0.916643810617432	0.731967290660613	0.198184088994108	0	0.108853340973544	0.110914258144437	0.255588685915389	0.849238026739302	0.822682961556401	0.625659845855983	0.246650797576325	0.0661067607410281	0.110914258144437	0.110914258144437	0.0571303703959954
"B6"	0.982705863521548	0.973777605238208	0.633907560176278	0.441287559013153	0.262981222949082	0.31949410760017	0.00206091717089336	0.222960938215469	0.998179126917889	0.998451144110119	0.840820631634157	0.307037429967652	0.108853340973544	0	0.00206091717089336	0.255588685915389	0.97890294272413	0.896371963718356	0.734513186829527	0.355504138549869	0.0427465802325158	0.00206091717089336	0.00206091717089336	0.165983711369539
"B7"	0.984766780692441	0.975838522409101	0.635968477347172	0.443348476184046	0.265042140119975	0.321555024771064	0	0.225021855386362	1	1	0.84288154880505	0.309098347138546	0.110914258144437	0.00206091717089336	0	0.255588685915389	0.981357884845572	0.898494026135057	0.73657410400042	0.357565055720762	0.0448074974034092	0	0	0.168044628540433
