"ArtCal"	"MalLau"	"SalMel"	"LeyCon"	"MalFas"	"EriFas"	"OpuLit"	"RhusInt"	"SamCer"	"DeiFas"	"ShoGra"	"BraNig"	"Steph"	"Stalk1"	"CroSet"
"A1"	0.119080366046285	0.586697920965826	0.277854187441331	0	0	0	0	0	0	0.00491025766396762	0.00491025766396762	0.00163675255465587	0.00163675255465587	0.00310982985384616	0.000163675255465587
"A2"	0.186597804492193	0.755312205117011	0.43539487714845	0	0	0	0	0	0	0	0	0	0	0	0
"A3"	0.983632474453439	0	0	0	0	0	0	0	0	0.00491025766396829	0.00491025766396829	0.0016367525546561	0.0016367525546561	0.00310982985384658	0.00016367525546561
"A4"	0.983632474453444	0	0	0	0	0	0	0	0	0.00491025766396685	0.00491025766396685	0.00163675255465562	0.00163675255465562	0.00310982985384567	0.000163675255465562
"A5"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"A6"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"A7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"A8"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B1"	0	0.983632474453439	0	0	0	0	0	0	0	0.00491025766396825	0.00491025766396825	0.00163675255465608	0.00163675255465608	0.00310982985384656	0.000163675255465608
"B2"	0.983632473316039	0.983632473316039	0.348792507924526	0	0	0	0	0	0	0	0	0	0	0	0
"B3"	0	0.65984250148995	0.502260970278636	0	0	0	0	0	0	0	0	0	0	0	0
"B4"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B5"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B6"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B8"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C1"	0.98363247445344	0	0	0	0	0	0	0	0	0.00491025766396792	0.00491025766396792	0.00163675255465597	0.00163675255465597	0.00310982985384635	0.000163675255465597
"C2"	0	0	0.983632473316037	0	0	0	0	0	0	0.00491025800518884	0.00491025800518884	0.00163675266839628	0.00163675266839628	0.00310983006995293	0.000163675266839628
"C3"	0.344329318118711	0	0	0	0	0	0	0	0	0.196701204564387	0.196701204564387	0.0655670681881289	0.0655670681881289	0.124577429557445	0.00655670681881289
"C4"	0.0220136134838751	0	0	0	0	0	0	0	0	0.293395915954837	0.293395915954837	0.0977986386516125	0.0977986386516125	0.185817413438064	0.00977986386516125
"C5"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C6"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C8"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
