"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"
"A1"	0	0.119832764560558	0.843053975066762	0.843053975066762	0.843053975066761	0.983632473672763	0.983632473672763	0.983632473672763	0.468594995353337	0.360394469052359	0.0550976153367087	0.983632473672763	0.983632473672763	0.983632473672763	0.983632473672763	0.983632473672763	0.81892538634341	0.616048659504192	0.763948148394253	0.843053975066761	0.983632473672763	0.983632473672763	0.983632473672763	0.968560395957684
"A2"	0.119832764560558	0	0.894317347020363	0.894317347020363	0.894317347020363	1	1	1	0.46150177808633	0.305744939465922	0.0674158608733857	1	1	1	1	1	0.876552620508881	0.514552385550906	0.821645554996912	0.894317347020363	1	1	1	0.986153802530804
"A3"	0.843053975066762	0.894317347020363	0	0.136463895655604	0.812796536736726	0.959649412258097	0.959649412258097	0.959649412258097	0.983632473672762	0.576565955724871	0.884876280604441	0.959649412258097	0.959649412258097	0.959649412258097	0.959649412258097	0.959649412258097	0.10057461798595	0.98363714634562	0.527503976253227	0.684762861114243	0.959649412258097	0.959649412258097	0.959649412258097	0.944577334543018
"A4"	0.843053975066762	0.894317347020363	0.136463895655604	0	0.676332641081122	0.823185516602493	0.823185516602493	0.823185516602493	0.983632473672762	0.576565955724871	0.884876280604441	0.823185516602493	0.823185516602493	0.823185516602493	0.823185516602493	0.823185516602493	0.10057461798595	0.983637146345619	0.391040080597623	0.548298965458639	0.823185516602493	0.823185516602493	0.823185516602493	0.808113438887414
"A5"	0.843053975066761	0.894317347020363	0.812796536736726	0.676332641081122	0	0.146852875521371	0.146852875521371	0.146852875521371	0.983632473672761	0.904509139406186	0.884876280604441	0.146852875521371	0.146852875521371	0.146852875521371	0.146852875521371	0.146852875521371	0.820064572071532	0.983637146345619	0.364398387156008	0.128033675622483	0.146852875521371	0.146852875521371	0.146852875521371	0.131780797806292
"A6"	0.983632473672763	1	0.959649412258097	0.823185516602493	0.146852875521371	0	0.0611421524391506	0.0611421524391506	0.996630181590919	1	1	0.0611421524391506	0.0611421524391506	0.0611421524391506	0.0611421524391506	0.0611421524391505	0.980233699637756	0.983637146345619	0.511251262677378	0.274886551143854	0.0611421524391506	0.0611421524391506	0.0611421524391506	0.0611421524391506
"A7"	0.983632473672763	1	0.959649412258097	0.823185516602493	0.146852875521371	0.0611421524391506	0	0	0.996630181590919	1	1	0	0	0	0	0.0248697804240403	0.980233699637755	0.983637146345619	0.511251262677378	0.274886551143854	0	0	0	0.0150720777150791
"A8"	0.983632473672763	1	0.959649412258097	0.823185516602493	0.146852875521371	0.0611421524391506	0	0	0.996630181590919	1	1	0	0	0	0	0.0248697804240403	0.980233699637755	0.983637146345619	0.511251262677378	0.274886551143854	0	0	0	0.0150720777150791
"B1"	0.468594995353337	0.46150177808633	0.983632473672762	0.983632473672762	0.983632473672761	0.996630181590919	0.996630181590919	0.996630181590919	0	0.351942729102118	0.444267844959028	0.996630181590919	0.996630181590919	0.996630181590919	0.996630181590919	0.996630181590919	0.982148307256881	0.957058191496828	0.904526647000253	0.983632473672761	0.996630181590919	0.996630181590919	0.996630181590919	0.983632473672761
"B2"	0.360394469052359	0.305744939465922	0.576565955724871	0.576565955724871	0.904509139406186	1	1	1	0.351942729102118	0	0.335854514317544	1	1	1	1	1	0.546128771339069	0.687556438862688	0.667559638315476	0.821255435133974	1	1	1	0.99019940422113
"B3"	0.0550976153367087	0.0674158608733857	0.884876280604441	0.884876280604441	0.884876280604441	1	1	1	0.444267844959028	0.335854514317544	0	1	1	1	1	1	0.864888802218305	0.603367284937081	0.807016108880541	0.884876280604441	1	1	1	0.985165257623939
"B4"	0.983632473672763	1	0.959649412258097	0.823185516602493	0.146852875521371	0.0611421524391506	0	0	0.996630181590919	1	1	0	0	0	0	0.0248697804240403	0.980233699637755	0.983637146345619	0.511251262677378	0.274886551143854	0	0	0	0.0150720777150791
"B5"	0.983632473672763	1	0.959649412258097	0.823185516602493	0.146852875521371	0.0611421524391506	0	0	0.996630181590919	1	1	0	0	0	0	0.0248697804240403	0.980233699637755	0.983637146345619	0.511251262677378	0.274886551143854	0	0	0	0.0150720777150791
"B6"	0.983632473672763	1	0.959649412258097	0.823185516602493	0.146852875521371	0.0611421524391506	0	0	0.996630181590919	1	1	0	0	0	0	0.0248697804240403	0.980233699637755	0.983637146345619	0.511251262677378	0.274886551143854	0	0	0	0.0150720777150791
"B7"	0.983632473672763	1	0.959649412258097	0.823185516602493	0.146852875521371	0.0611421524391506	0	0	0.996630181590919	1	1	0	0	0	0	0.0248697804240403	0.980233699637755	0.983637146345619	0.511251262677378	0.274886551143854	0	0	0	0.0150720777150791
"B8"	0.983632473672763	1	0.959649412258097	0.823185516602493	0.146852875521371	0.0611421524391505	0.0248697804240403	0.0248697804240403	0.996630181590919	1	1	0.0248697804240403	0.0248697804240403	0.0248697804240403	0.0248697804240403	0	0.980233699637756	0.983637146345619	0.511251262677378	0.274886551143854	0.0248697804240403	0.0248697804240403	0.0248697804240403	0.0248697804240403
"C1"	0.81892538634341	0.876552620508881	0.10057461798595	0.10057461798595	0.820064572071532	0.980233699637756	0.980233699637755	0.980233699637755	0.982148307256881	0.546128771339069	0.864888802218305	0.980233699637755	0.980233699637755	0.980233699637755	0.980233699637755	0.980233699637756	0	0.972256288542535	0.508902394609599	0.680421122457462	0.980233699637755	0.980233699637755	0.980233699637755	0.963794923552072
"C2"	0.616048659504192	0.514552385550906	0.98363714634562	0.983637146345619	0.983637146345619	0.983637146345619	0.983637146345619	0.983637146345619	0.957058191496828	0.687556438862688	0.603367284937081	0.983637146345619	0.983637146345619	0.983637146345619	0.983637146345619	0.983637146345619	0.972256288542535	0	0.944065156251528	0.983637146345619	0.983637146345619	0.983637146345619	0.983637146345619	0.983637146345619
"C3"	0.763948148394253	0.821645554996912	0.527503976253227	0.391040080597623	0.364398387156008	0.511251262677378	0.511251262677378	0.511251262677378	0.904526647000253	0.667559638315476	0.807016108880541	0.511251262677378	0.511251262677378	0.511251262677378	0.511251262677378	0.511251262677378	0.508902394609599	0.944065156251528	0	0.236364711533524	0.511251262677378	0.511251262677378	0.511251262677378	0.496179184962299
"C4"	0.843053975066761	0.894317347020363	0.684762861114243	0.548298965458639	0.128033675622483	0.274886551143854	0.274886551143854	0.274886551143854	0.983632473672761	0.821255435133974	0.884876280604441	0.274886551143854	0.274886551143854	0.274886551143854	0.274886551143854	0.274886551143854	0.680421122457462	0.983637146345619	0.236364711533524	0	0.274886551143854	0.274886551143854	0.274886551143854	0.259814473428775
"C5"	0.983632473672763	1	0.959649412258097	0.823185516602493	0.146852875521371	0.0611421524391506	0	0	0.996630181590919	1	1	0	0	0	0	0.0248697804240403	0.980233699637755	0.983637146345619	0.511251262677378	0.274886551143854	0	0	0	0.0150720777150791
"C6"	0.983632473672763	1	0.959649412258097	0.823185516602493	0.146852875521371	0.0611421524391506	0	0	0.996630181590919	1	1	0	0	0	0	0.0248697804240403	0.980233699637755	0.983637146345619	0.511251262677378	0.274886551143854	0	0	0	0.0150720777150791
"C7"	0.983632473672763	1	0.959649412258097	0.823185516602493	0.146852875521371	0.0611421524391506	0	0	0.996630181590919	1	1	0	0	0	0	0.0248697804240403	0.980233699637755	0.983637146345619	0.511251262677378	0.274886551143854	0	0	0	0.0150720777150791
"C8"	0.968560395957684	0.986153802530804	0.944577334543018	0.808113438887414	0.131780797806292	0.0611421524391506	0.0150720777150791	0.0150720777150791	0.983632473672761	0.99019940422113	0.985165257623939	0.0150720777150791	0.0150720777150791	0.0150720777150791	0.0150720777150791	0.0248697804240403	0.963794923552072	0.983637146345619	0.496179184962299	0.259814473428775	0.0150720777150791	0.0150720777150791	0.0150720777150791	0
