"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"
"A1"	0	0.172481005753543	0.864552108407157	0.864552108407159	0.983632474453441	0.983632474453441	0.983632474453441	0.983632474453441	0.396934553487616	0.406745819134208	0.200267591541344	0.983632474453441	0.983632474453441	0.983632474453441	0.983632474453441	0.983632474453441	0.864552108407156	0.70577828701211	0.864552108407156	0.961618860969566	0.983632474453441	0.983632474453441	0.983632474453441	0.983632474453441
"A2"	0.172481005753543	0	0.843017355046379	0.843017355046379	1	1	1	1	0.364564293520499	0.301069108169635	0.137407439838445	1	1	1	1	1	0.843017355046378	0.633707161774883	0.843017355046379	0.981480193300827	1	1	1	1
"A3"	0.864552108407157	0.843017355046379	0	4.77376927050799e-15	0.983632474453439	0.983632474453439	0.983632474453439	0.983632474453439	0.983632474453439	0.406745819820205	1	0.983632474453439	0.983632474453439	0.983632474453439	0.983632474453439	0.983632474453439	1.22085230380015e-15	0.983632474453439	0.639303156334728	0.961618860969564	0.983632474453439	0.983632474453439	0.983632474453439	0.983632474453439
"A4"	0.864552108407159	0.843017355046379	4.77376927050799e-15	0	0.983632474453444	0.983632474453444	0.983632474453444	0.983632474453444	0.983632474453443	0.406745819820204	1	0.983632474453444	0.983632474453444	0.983632474453444	0.983632474453444	0.983632474453444	3.55291696670784e-15	0.983632474453443	0.639303156334732	0.961618860969569	0.983632474453444	0.983632474453444	0.983632474453444	0.983632474453444
"A5"	0.983632474453441	1	0.983632474453439	0.983632474453444	0	0	0	0	0.983632474453439	1	1	0	0	0	0	0	0.98363247445344	0.983632473316037	0.344329318118711	0.0220136134838751	0	0	0	0
"A6"	0.983632474453441	1	0.983632474453439	0.983632474453444	0	0	0	0	0.983632474453439	1	1	0	0	0	0	0	0.98363247445344	0.983632473316037	0.344329318118711	0.0220136134838751	0	0	0	0
"A7"	0.983632474453441	1	0.983632474453439	0.983632474453444	0	0	0	0	0.983632474453439	1	1	0	0	0	0	0	0.98363247445344	0.983632473316037	0.344329318118711	0.0220136134838751	0	0	0	0
"A8"	0.983632474453441	1	0.983632474453439	0.983632474453444	0	0	0	0	0.983632474453439	1	1	0	0	0	0	0	0.98363247445344	0.983632473316037	0.344329318118711	0.0220136134838751	0	0	0	0
"B1"	0.396934553487616	0.364564293520499	0.983632474453439	0.983632474453443	0.983632474453439	0.983632474453439	0.983632474453439	0.983632474453439	0	0.406745819820205	0.389629118027175	0.983632474453439	0.983632474453439	0.983632474453439	0.983632474453439	0.983632474453439	0.98363247445344	0.983632474453439	0.983632474453439	0.983632474453439	0.983632474453439	0.983632474453439	0.983632474453439	0.983632474453439
"B2"	0.406745819134208	0.301069108169635	0.406745819820205	0.406745819820204	1	1	1	1	0.406745819820205	0	0.420018204574486	1	1	1	1	1	0.406745819820204	0.789634219126542	0.792326084311013	0.986723020462974	1	1	1	1
"B3"	0.200267591541344	0.137407439838445	1	1	1	1	1	1	0.389629118027175	0.420018204574486	0	1	1	1	1	1	1	0.535395991138398	1	1	1	1	1	1
"B4"	0.983632474453441	1	0.983632474453439	0.983632474453444	0	0	0	0	0.983632474453439	1	1	0	0	0	0	0	0.98363247445344	0.983632473316037	0.344329318118711	0.0220136134838751	0	0	0	0
"B5"	0.983632474453441	1	0.983632474453439	0.983632474453444	0	0	0	0	0.983632474453439	1	1	0	0	0	0	0	0.98363247445344	0.983632473316037	0.344329318118711	0.0220136134838751	0	0	0	0
