"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"
"A1"	0	0.22194579334855	0.610727659458942	0.800440469651123	0.868704635666005	0.953800062927188	0.985319252483499	0.843619262256894	0.202341094228981	0.136078352052974	0.261844611273598	0.642784762827525	0.864810044202001	0.919919313997627	0.990522805613992	0.990522805613992	0.526567045692486	0.122992205762537	0.479549718969825	0.680027021192044	0.862979735997656	0.98079654114779	0.990522805613992	0.873963062829775
"A2"	0.22194579334855	0	0.503161682590379	0.692874492782561	0.761138658797443	0.860147664310674	0.891666853866985	0.749966863640379	0.414097383514368	0.322518407832047	0.290711406168046	0.535218785958963	0.757244067333439	0.826266915381113	0.896870406997478	0.896870406997478	0.390073115909713	0.12779489274713	0.370981765959952	0.572461044323481	0.762633774472758	0.887144142531276	0.896870406997478	0.780310664213261
"A3"	0.610727659458942	0.503161682590379	0	0.19747017950368	0.417869930834807	0.539274023254982	0.570793212811293	0.429093222584687	0.697393004352466	0.677681471267429	0.428200356887112	0.139554871167017	0.335071259481943	0.50539327432542	0.575996765941786	0.575996765941786	0.620640971228715	0.504925641323165	0.260191940398852	0.239265517905844	0.441760133417066	0.566270501475583	0.575996765941786	0.459437023157569
"A4"	0.800440469651123	0.692874492782561	0.19747017950368	0	0.220399751331128	0.341803843751302	0.373323033307613	0.347992910841571	0.873762348720628	0.845921845129083	0.538595858377525	0.16652433427881	0.184340374687334	0.354662389530811	0.425265881147176	0.425265881147176	0.791548588249002	0.699978309227527	0.328346846711641	0.128975515160795	0.291029248622456	0.415539616680974	0.425265881147176	0.308706138362959
"A5"	0.868704635666005	0.761138658797443	0.417869930834807	0.220399751331128	0	0.121404092420175	0.201095683110212	0.351268134902502	0.938892515273377	0.906459606390769	0.743903513836643	0.386924085609938	0.18718399009309	0.274707333583704	0.345310825200069	0.345310825200069	0.846307925399751	0.770163910769039	0.532224382136463	0.263953356055085	0.216799092343698	0.335584560733867	0.345310825200069	0.228751082415852
"A6"	0.953800062927188	0.860147664310674	0.539274023254982	0.341803843751302	0.121404092420175	0	0.192205235439112	0.351268134902502	0.964963193911373	0.967433680663976	0.865307606256818	0.508328178030112	0.299697634842165	0.299697634842165	0.336420377528968	0.336420377528968	0.939730537164391	0.875713934974627	0.654759352624254	0.38535744847526	0.299697634842165	0.326694113062766	0.336420377528968	0.299697634842165
"A7"	0.985319252483499	0.891666853866985	0.570793212811293	0.373323033307613	0.201095683110212	0.192205235439112	0	0.376541296609052	0.995035341353453	0.995385405322939	0.896826795813129	0.539847367586423	0.235721953329349	0.139011588959363	0.144215142089856	0.144215142089856	0.974968696038041	0.908120297027426	0.686572143157828	0.41687663803157	0.139011588959363	0.139011588959363	0.144215142089856	0.139011588959363
"A8"	0.843619262256894	0.749966863640379	0.429093222584687	0.347992910841571	0.351268134902502	0.351268134902502	0.376541296609052	0	0.859840780242581	0.869723573063078	0.757745546214128	0.459928155713777	0.433331506674711	0.434987255064729	0.465463969901772	0.368392848716275	0.816549433414579	0.762431868777785	0.589464281241692	0.396510163329734	0.433997757751263	0.455737705435569	0.465463969901772	0.434987255064729
"B1"	0.202341094228981	0.414097383514368	0.697393004352466	0.873762348720628	0.938892515273377	0.964963193911373	0.995035341353453	0.859840780242581	0	0.067625425401352	0.359893359929325	0.723344595998449	0.935176724024273	0.938892515273377	1	1	0.723056493215848	0.307010286063114	0.568385883754443	0.758877066863951	0.933430445044377	0.990720267138666	1	0.938892515273377
"B2"	0.136078352052974	0.322518407832047	0.677681471267429	0.845921845129083	0.906459606390769	0.967433680663976	0.995385405322939	0.869723573063078	0.067625425401352	0	0.368286368210152	0.706110226553847	0.903005819989742	0.937387687139089	1	1	0.59798680843795	0.248189345219285	0.562025782995954	0.739137260755448	0.901382673211887	0.991374592108917	1	0.906459606390769
