"ArtCal"	"MalLau"	"SalMel"	"LeyCon"	"MalFas"	"EriFas"	"OpuLit"	"RhusInt"	"SamCer"	"DeiFas"	"ShoGra"	"BraNig"	"Steph"	"Stalk1"	"CroSet"
"A1"	0.123646159597827	0.57204441385428	0.288507705728263	0	0	0	0	0	0	0.00474051624588881	0.00474051624588881	0.00158017208196294	0.00158017208196294	0.00300232695572958	0.000158017208196294
"A2"	0.106174423181973	0.37982230539932	0.415526779651079	0	0	0	0	0	0	0.0295429475302883	0.0295429475302883	0.00984764917676277	0.00984764917676277	0.0187105334358493	0.000984764917676277
"A3"	0.372373194196913	0.0414582878543552	0.156469163114575	0	0	0	0	0	0	0.126568937669807	0.126568937669807	0.0421896458899358	0.0421896458899358	0.0879632231256764	0.00421896458899358
"A4"	0.337906085212362	0.0114919118629996	0.0217550837320875	0	0	0	0	0.0242259657868844	0	0.180422979757319	0.180422979757319	0.0601409932524398	0.0601409932524398	0.117478908060904	0.00601409932524398
"A5"	0.149322096908004	0	0	0	0	0	0	0.17548364733035	0	0.202558276728494	0.202558276728494	0.0675194255761646	0.0675194255761646	0.128286908594713	0.00675194255761646
"A6"	0.0425090643830972	0	0	0	0	0	0	0.306653578453723	0	0.195251207148954	0.195251207148954	0.065083735716318	0.065083735716318	0.123659097861004	0.0065083735716318
"A7"	0	0	0	0	0	0	0	0.112005792196094	0	0.266398262341172	0.266398262341172	0.0887994207803906	0.0887994207803906	0.168718899482742	0.00887994207803906
"A8"	0.0222286924713065	0	0.123499204919731	0	0	0.090717067291303	0.167160728715301	0.0578127405925815	0	0.161574469802933	0.161574469802933	0.0538581566009777	0.0538581566009777	0.102330497541858	0.00538581566009777
"B1"	0.0768810200636355	0.896667568213886	0.174964443397236	0	0	0	0	0	0	0	0	0	0	0	0
"B2"	0.121152381287905	0.886680621886948	0.31243230450869	0	0	0	0	0	0	0	0	0	0	0	0
"B3"	0.299206661912585	0.48850342122264	0.124772511292604	0	0	0	0	0	0	0.0262552216716514	0.0262552216716514	0.00875174055721714	0.00875174055721714	0.0166283070587126	0.000875174055721714
"B4"	0.337078531435121	0.133833575085821	0.0386342763998955	0	0	0	0	0	0	0.147136085123749	0.147136085123749	0.0490453617079162	0.0490453617079162	0.0931861872450409	0.00490453617079162
"B5"	0.236649780275525	0	0	0	0	0	0	0	0	0.229005065917342	0.229005065917342	0.0763350219724475	0.0763350219724475	0.14503654174765	0.00763350219724475
"B6"	0.0623474350122455	0	0	0	0	0	0	0	0	0.281295769496326	0.281295769496326	0.0937652564987755	0.0937652564987755	0.178153987347673	0.00937652564987755
"B7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B8"	0	0	0	0	0	0.157361921663271	0	0	0	0.252791423501019	0.252791423501019	0.0842638078336729	0.0842638078336729	0.160101234883978	0.00842638078336729
"C1"	0.135598810296495	0	0.608236625293125	0	0	0	0	0	0	0.0046790300815491	0.0046790300815491	0.0015596766938497	0.0015596766938497	0.00296338571831443	0.00015596766938497
"C2"	0.137115974009216	0.428940738873259	0.289087351554357	0	0	0	0	0	0	0.0230249817226796	0.0230249817226796	0.00767499390755988	0.00767499390755988	0.0145824884243638	0.000767499390755988
"C3"	0.353405887074594	0.31457438581039	0.0721152733836209	0	0	0	0	0	0	0.0766485676118269	0.0766485676118269	0.0255495225372756	0.0255495225372756	0.0485440928208237	0.00255495225372756
"C4"	0.26802484077734	0.122474992771	0.0309830409512447	0	0	0	0	0	0	0.173555137650125	0.173555137650125	0.0578517125500415	0.0578517125500415	0.109918253845079	0.00578517125500415
"C5"	0.120946963793919	0	0	0	0	0	0	0	0	0.263715910861824	0.263715910861824	0.0879053036206081	0.0879053036206081	0.167020076879155	0.00879053036206081
"C6"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C8"	0.134795126941386	0	0	0	0	0	0	0	0	0.259561461917584	0.259561461917584	0.0865204873058614	0.0865204873058614	0.164388925881137	0.00865204873058614
