"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"
"B3"	0.265682215935454	0.133095746963031	1	1	1	1	1	1	0.251178225579868	0.425094978997255	0	1	1	1	1	1	1	0.547190863157527	1	1	1	1	1	1
"B4"	0.983632474230776	1	0.98363247423078	0.98363247423076	0	0	0	0	0.983632474230754	1	1	0	0	0	0	0	0.983632474230763	0.983632474564783	0.0864630862160876	0	0	0	0	0
"B5"	0.983632474230776	1	0.98363247423078	0.98363247423076	0	0	0	0	0.983632474230754	1	1	0	0	0	0	0	0.983632474230763	0.983632474564783	0.0864630862160876	0	0	0	0	0
"B6"	0.983632474230776	1	0.98363247423078	0.98363247423076	0	0	0	0	0.983632474230754	1	1	0	0	0	0	0	0.983632474230763	0.983632474564783	0.0864630862160876	0	0	0	0	0
"B7"	0.983632474230776	1	0.98363247423078	0.98363247423076	0	0	0	0	0.983632474230754	1	1	0	0	0	0	0	0.983632474230763	0.983632474564783	0.0864630862160876	0	0	0	0	0
"B8"	0.983632474230776	1	0.98363247423078	0.98363247423076	0	0	0	0	0.983632474230754	1	1	0	0	0	0	0	0.983632474230763	0.983632474564783	0.0864630862160876	0	0	0	0	0
"C1"	0.919772313862821	0.801103206222129	1.70977056297705e-14	2.44169105507314e-15	0.983632474230763	0.983632474230763	0.983632474230763	0.983632474230763	0.983632474230763	0.355365886876267	1	0.983632474230763	0.983632474230763	0.983632474230763	0.983632474230763	0.983632474230763	0	0.983632474564783	0.897169388014675	0.983632474230763	0.983632474230763	0.983632474230763	0.983632474230763	0.983632474230763
"C2"	0.834625433706219	0.535907481184969	0.983632474564783	0.983632474564783	0.983632474564783	0.983632474564783	0.983632474564783	0.983632474564783	0.983632474564783	0.944628973724315	0.547190863157527	0.983632474564783	0.983632474564783	0.983632474564783	0.983632474564783	0.983632474564783	0.983632474564783	0	0.983632474564783	0.983632474564783	0.983632474564783	0.983632474564783	0.983632474564783	0.983632474564783
"C3"	0.919772313862821	0.941722031757954	0.897169388014692	0.897169388014673	0.0864630862160876	0.0864630862160876	0.0864630862160876	0.0864630862160876	0.983632474230754	0.943335487226124	1	0.0864630862160876	0.0864630862160876	0.0864630862160876	0.0864630862160876	0.0864630862160876	0.897169388014675	0.983632474564783	0	0.0864630862160876	0.0864630862160876	0.0864630862160876	0.0864630862160876	0.0864630862160876
"C4"	0.983632474230776	1	0.98363247423078	0.98363247423076	0	0	0	0	0.983632474230754	1	1	0	0	0	0	0	0.983632474230763	0.983632474564783	0.0864630862160876	0	0	0	0	0
"C5"	0.983632474230776	1	0.98363247423078	0.98363247423076	0	0	0	0	0.983632474230754	1	1	0	0	0	0	0	0.983632474230763	0.983632474564783	0.0864630862160876	0	0	0	0	0
"C6"	0.983632474230776	1	0.98363247423078	0.98363247423076	0	0	0	0	0.983632474230754	1	1	0	0	0	0	0	0.983632474230763	0.983632474564783	0.0864630862160876	0	0	0	0	0
"C7"	0.983632474230776	1	0.98363247423078	0.98363247423076	0	0	0	0	0.983632474230754	1	1	0	0	0	0	0	0.983632474230763	0.983632474564783	0.0864630862160876	0	0	0	0	0
"C8"	0.983632474230776	1	0.98363247423078	0.98363247423076	0	0	0	0	0.983632474230754	1	1	0	0	0	0	0	0.983632474230763	0.983632474564783	0.0864630862160876	0	0	0	0	0
