"ArtCal"	"MalLau"	"SalMel"	"LeyCon"	"MalFas"	"EriFas"	"OpuLit"	"RhusInt"	"SamCer"	"DeiFas"	"ShoGra"	"BraNig"	"Steph"	"Stalk1"	"CroSet"
"A1"	0.142207885638426	0.510128856075786	0.331818399822993	0	0	0	0	0	0	0.00475345753883871	0.00475345753883871	0.00158448584627957	0.00158448584627957	0.00301052310793118	0.000158448584627957
"A2"	0.0791260801996887	0.499103969492671	0.509098300821964	0	0	0	0	0	0	0	0	0	0	0	0
"A3"	0.727772482146873	0	0.0346192757016879	0	0	0	0	0	0	0.0712824726454317	0.0712824726454317	0.0237608242151439	0.0237608242151439	0.0451455660087734	0.00237608242151439
"A4"	0.561871029879598	0	0	0	0	0	0	0	0	0.13143869103612	0.13143869103612	0.0438128970120402	0.0438128970120402	0.0832445043228763	0.00438128970120402
"A5"	0.201629841764001	0	0	0	0	0	0	0.00720878857486249	0	0.237348410898341	0.237348410898341	0.0791161369661136	0.0791161369661136	0.150320660235616	0.00791161369661136
"A6"	0	0	0	0	0	0	0	0.226698039776555	0	0.231990588067034	0.231990588067034	0.0773301960223445	0.0773301960223445	0.146927372442455	0.00773301960223445
"A7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"A8"	0	0	0	0	0	0.00662017775868254	0.0346818346731888	0	0	0.287609396270439	0.287609396270439	0.0958697987568129	0.0958697987568129	0.182152617637944	0.00958697987568129
"B1"	0.102524853446242	0.983632473934171	0.0399140335707536	0	0	0	0	0	0	0	0	0	0	0	0
"B2"	0.387251493734294	0.983632473928893	0.380066520661508	0	0	0	0	0	0	0	0	0	0	0	0
"B3"	0.198611702451903	0.496614567625595	0.194226398383069	0	0	0	0	0	0	0.0331641994618297	0.0331641994618297	0.0110547331539432	0.0110547331539432	0.0210039929924921	0.00110547331539432
"B4"	0.165673076055158	0	0	0	0	0	0	0	0	0.250298077183453	0.250298077183453	0.0834326923944842	0.0834326923944842	0.15852211554952	0.00834326923944842
"B5"	0.0447193153232784	0	0	0	0	0	0	0	0	0.286584205403016	0.286584205403016	0.0955280684676722	0.0955280684676722	0.181503330088577	0.00955280684676722
"B6"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B8"	0	0	0	0	0	0.196487904685858	0	0	0	0.241053628594243	0.241053628594243	0.0803512095314142	0.0803512095314142	0.152667298109687	0.00803512095314142
"C1"	0.451745566559917	0	0.215799154410761	0	0	0	0	0	0	0.00602308105344794	0.00602308105344794	0.00200769368448265	0.00200769368448265	0.00381461800051703	0.000200769368448265
"C2"	0.00444334500721392	0.206937818712324	0.71698809403755	0	0	0	0	0	0	0.0214892226728734	0.0214892226728734	0.00716307422429113	0.00716307422429113	0.0136098410261532	0.000716307422429113
"C3"	0.455350285356594	0.229671468876384	0	0	0	0	0	0	0	0.0944934737301066	0.0944934737301066	0.0314978245767022	0.0314978245767022	0.0598458666957342	0.00314978245767022
"C4"	0.356077589936361	0	0	0	0	0	0	0	0	0.193176723019092	0.193176723019092	0.0643922410063639	0.0643922410063639	0.122345257912091	0.00643922410063639
"C5"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C6"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C8"	0.120799301208683	0	0	0	0	0	0	0	0	0.263760209637395	0.263760209637395	0.0879200698791317	0.0879200698791317	0.16704813277035	0.00879200698791317
