"ArtCal"	"MalLau"	"SalMel"	"LeyCon"	"MalFas"	"EriFas"	"OpuLit"	"RhusInt"	"SamCer"	"DeiFas"	"ShoGra"	"BraNig"	"Steph"	"Stalk1"	"CroSet"
"A1"	0.126434115209365	0.562955546997792	0.295012935488518	0	0	0	0	0	0	0.00467922069129748	0.00467922069129748	0.00155974023043249	0.00155974023043249	0.00296350643782174	0.000155974023043249
"A2"	0.0685518068680545	0.403981882599509	0.439281929413892	0	0	0	0	0	0	0.0264553143355635	0.0264553143355635	0.00881843811185451	0.00881843811185451	0.0167550324125236	0.000881843811185451
"A3"	0.448412179805404	0.0137556093888941	0.129686778034025	0	0	0	0	0	0	0.120655651276094	0.120655651276094	0.0402185504253647	0.0402185504253647	0.0823751743262229	0.00402185504253647
"A4"	0.35473486298519	0	0.00392445879523795	0	0	0	0	0.00223995871808511	0	0.191494748322732	0.191494748322732	0.063831582774244	0.063831582774244	0.122064899030111	0.0063831582774244
"A5"	0.156333752673233	0	0	0	0	0	0	0.159643333800199	0	0.20520687405797	0.20520687405797	0.0684022913526568	0.0684022913526568	0.129964353570048	0.00684022913526568
"A6"	0.0565999917375417	0	0	0	0	0	0	0.307938209192737	0	0.190638539720917	0.190638539720917	0.0635461799069722	0.0635461799069722	0.120737741823247	0.00635461799069722
"A7"	0	0	0	0	0	0	0	0.0737106734573387	0	0.277886797962798	0.277886797962798	0.0926289326542661	0.0926289326542661	0.175994972043106	0.00926289326542661
"A8"	0.0302557203081672	0	0.113069593556625	0	0	0.0805094740948231	0.184540306057528	0.0256199097420633	0	0.169801498872238	0.169801498872238	0.0566004996240794	0.0566004996240794	0.107540949285751	0.00566004996240794
"B1"	0.0960134086790849	0.922072247074982	0.198359246465056	0	0	0	0	0	0	0	0	0	0	0	0
"B2"	0.148068043519095	0.917346074931537	0.340573535683953	0	0	0	0	0	0	0	0	0	0	0	0
"B3"	0.290433040428473	0.479875037645977	0.137802928028903	0	0	0	0	0	0	0.0275666981689939	0.0275666981689939	0.00918889938966462	0.00918889938966462	0.0174589088403628	0.000918889938966462
"B4"	0.340824814706685	0.103135087014435	0.0287125538158106	0	0	0	0	0	0	0.158198263338921	0.158198263338921	0.052732754446307	0.052732754446307	0.100192233447983	0.0052732754446307
"B5"	0.192685479438843	0	0	0	0	0	0	0	0	0.242194356168347	0.242194356168347	0.0807314520561157	0.0807314520561157	0.15338975890662	0.00807314520561157
"B6"	0.0496296953667738	0	0	0	0	0	0	0	0	0.285111091389968	0.285111091389968	0.0950370304633226	0.0950370304633226	0.180570357880313	0.00950370304633226
"B7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B8"	0	0	0	0	0	0.189511069167235	0	0	0	0.243146679249829	0.243146679249829	0.0810488930832765	0.0810488930832765	0.153992896858225	0.00810488930832765
"C1"	0.149908859061761	0	0.549980268980558	0	0	0	0	0	0	0.00457323359534605	0.00457323359534605	0.00152441119844868	0.00152441119844868	0.0028963812770525	0.000152441119844868
"C2"	0.127365612688878	0.37499824741038	0.339118621036129	0	0	0	0	0	0	0.0232658786748761	0.0232658786748761	0.00775529289162538	0.00775529289162538	0.0147350564940882	0.000775529289162538
"C3"	0.398227968783922	0.310571442451689	0.0520010986018983	0	0	0	0	0	0	0.0717598470487474	0.0717598470487474	0.0239199490162491	0.0239199490162491	0.0454479031308734	0.00239199490162491
"C4"	0.312849182445861	0.0846550051243546	0.0141866627850654	0	0	0	0	0	0	0.176492744893416	0.176492744893416	0.0588309149644719	0.0588309149644719	0.111778738432497	0.00588309149644719
"C5"	0.104710609106993	0	0	0	0	0	0	0	0	0.268586817267902	0.268586817267902	0.0895289390893007	0.0895289390893007	0.170104984269671	0.00895289390893007
"C6"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C8"	0.166641628113648	0	0	0	0	0	0	0	0	0.250007511565906	0.250007511565906	0.0833358371886352	0.0833358371886352	0.158338090658407	0.00833358371886352
