"ArtCal"	"MalLau"	"SalMel"	"LeyCon"	"MalFas"	"EriFas"	"OpuLit"	"RhusInt"	"SamCer"	"DeiFas"	"ShoGra"	"BraNig"	"Steph"	"Stalk1"	"CroSet"
"A1"	0.136671046282068	0.528062319521106	0.318899107991492	0	0	0	0	0	0	0.00491025786160026	0.00491025786160026	0.00163675262053342	0.00163675262053342	0.0031098299790135	0.000163675262053342
"A2"	0.129480387127113	0.609970169129069	0.461860627912224	0	0	0	0	0	0	0	0	0	0	0	0
"A3"	0.9823696268006	0	0	0	0	0	0	0	0	0.00528911195981989	0.00528911195981989	0.00176303731993996	0.00176303731993996	0.00334977090788593	0.000176303731993996
"A4"	0.930183679198532	0	0	0	0	0	0	0	0	0.0209448962404404	0.0209448962404404	0.0069816320801468	0.0069816320801468	0.0132651009522789	0.00069816320801468
"A5"	0.0998638342156385	0	0	0	0	0	0	0	0	0.270040849735308	0.270040849735308	0.0900136165784362	0.0900136165784362	0.171025871499029	0.00900136165784361
"A6"	0	0	0	0	0	0	0	0.00635854529182539	0	0.298092436412452	0.298092436412452	0.0993641454708175	0.0993641454708175	0.188791876394553	0.00993641454708175
"A7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"A8"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B1"	0	0.983632473794666	0	0	0	0	0	0	0	0.00491025786160013	0.00491025786160013	0.00163675262053338	0.00163675262053338	0.00310982997901342	0.000163675262053338
"B2"	0.769671194486057	0.983632474032642	0.425408091766531	0	0	0	0	0	0	0	0	0	0	0	0
"B3"	0.0684621042520757	0.573961162235511	0.443700726631634	0	0	0	0	0	0	0	0	0	0	0	0
"B4"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B5"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B6"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B8"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C1"	0.904384617595281	0	0	0	0	0	0	0	0	0.00491025786160003	0.00491025786160003	0.00163675262053334	0.00163675262053334	0.00310982997901335	0.000163675262053334
"C2"	0	0	0.983632474032643	0	0	0	0	0	0	0.00491025779020721	0.00491025779020721	0.00163675259673574	0.00163675259673574	0.0031098299337979	0.000163675259673574
"C3"	0.417451149885252	0.0189162356535248	0	0	0	0	0	0	0	0.169089784338367	0.169089784338367	0.0563632614461223	0.0563632614461223	0.107090196747632	0.00563632614461223
"C4"	0.223856581070654	0	0	0	0	0	0	0	0	0.232843025678804	0.232843025678804	0.0776143418929346	0.0776143418929346	0.147467249596576	0.00776143418929346
"C5"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C6"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C8"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
