"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"
"A1"	0	0.112854355474886	0.846961427512598	0.846961427512598	0.883768639579027	0.983632473794666	0.983632473794666	0.983632473794666	0.45557015427356	0.381112508479597	0.122369010869856	0.983632473794666	0.983632473794666	0.983632473794666	0.983632473794666	0.983632473794666	0.840647245422741	0.664733366041151	0.828045191859073	0.846961427512598	0.983632473794666	0.983632473794666	0.983632473794666	0.983632473794666
"A2"	0.112854355474886	0	0.882360669351683	0.882360669351682	0.909268771326972	1	1	1	0.445811956514	0.31073920670618	0.0503564831882014	1	1	1	1	1	0.877967461742967	0.580376794308887	0.865174334416787	0.882360669351683	1	1	1	1
"A3"	0.846961427512598	0.882360669351683	0	0.0521859476020684	0.882505792584961	0.9823696268006	0.9823696268006	0.9823696268006	0.983632473794666	0.515733886851702	0.934364300034046	0.9823696268006	0.9823696268006	0.9823696268006	0.9823696268006	0.9823696268006	0.0412587623318109	0.983632474032643	0.564918476915348	0.758513045729946	0.9823696268006	0.9823696268006	0.9823696268006	0.9823696268006
"A4"	0.846961427512598	0.882360669351682	0.0521859476020684	0	0.830319844982894	0.930183679198532	0.930183679198532	0.930183679198532	0.983632473794666	0.515733886851702	0.934364300034046	0.930183679198532	0.930183679198532	0.930183679198532	0.930183679198532	0.930183679198532	0.0412587623318109	0.983632474032643	0.51273252931328	0.706327098127877	0.930183679198532	0.930183679198532	0.930183679198532	0.930183679198532
"A5"	0.883768639579027	0.909268771326972	0.882505792584961	0.830319844982894	0	0.0998638342156386	0.0998638342156386	0.0998638342156386	0.983632473794666	0.937167103061476	0.934364300034046	0.0998638342156386	0.0998638342156386	0.0998638342156386	0.0998638342156386	0.0998638342156386	0.878973077503916	0.983632474032643	0.336503551323138	0.123992746855016	0.0998638342156386	0.0998638342156386	0.0998638342156386	0.0998638342156386
"A6"	0.983632473794666	1	0.9823696268006	0.930183679198532	0.0998638342156386	0	0.00635854529182538	0.00635854529182538	0.983632473794666	1	1	0.00635854529182538	0.00635854529182538	0.00635854529182538	0.00635854529182538	0.00635854529182538	0.982957169921001	0.983632474032643	0.436367385538777	0.223856581070654	0.00635854529182538	0.00635854529182538	0.00635854529182538	0.00635854529182538
"A7"	0.983632473794666	1	0.9823696268006	0.930183679198532	0.0998638342156386	0.00635854529182538	0	0	0.983632473794666	1	1	0	0	0	0	0	0.982957169921001	0.983632474032643	0.436367385538777	0.223856581070654	0	0	0	0
"A8"	0.983632473794666	1	0.9823696268006	0.930183679198532	0.0998638342156386	0.00635854529182538	0	0	0.983632473794666	1	1	0	0	0	0	0	0.982957169921001	0.983632474032643	0.436367385538777	0.223856581070654	0	0	0	0
"B1"	0.45557015427356	0.445811956514	0.983632473794666	0.983632473794666	0.983632473794666	0.983632473794666	0.983632473794666	0.983632473794666	0	0.381112508479596	0.449734374247515	0.983632473794666	0.983632473794666	0.983632473794666	0.983632473794666	0.983632473794666	0.982957169921001	0.983632474032643	0.964716238141142	0.983632473794667	0.983632473794666	0.983632473794666	0.983632473794666	0.983632473794666
"B2"	0.381112508479597	0.31073920670618	0.515733886851702	0.515733886851702	0.937167103061476	1	1	1	0.381112508479596	0	0.345859063727404	1	1	1	1	1	0.50335205164258	0.732339309854028	0.725443878875246	0.859152639212202	1	1	1	1
"B3"	0.122369010869856	0.0503564831882014	0.934364300034046	0.934364300034046	0.934364300034046	1	1	1	0.449734374247515	0.345859063727404	0	1	1	1	1	1	0.931772466678335	0.574617109917611	0.916229006335381	0.934364300034046	1	1	1	1
"B4"	0.983632473794666	1	0.9823696268006	0.930183679198532	0.0998638342156386	0.00635854529182538	0	0	0.983632473794666	1	1	0	0	0	0	0	0.982957169921001	0.983632474032643	0.436367385538777	0.223856581070654	0	0	0	0
"B5"	0.983632473794666	1	0.9823696268006	0.930183679198532	0.0998638342156386	0.00635854529182538	0	0	0.983632473794666	1	1	0	0	0	0	0	0.982957169921001	0.983632474032643	0.436367385538777	0.223856581070654	0	0	0	0
