"ArtCal"	"MalLau"	"SalMel"	"LeyCon"	"MalFas"	"EriFas"	"OpuLit"	"RhusInt"	"SamCer"	"DeiFas"	"ShoGra"	"BraNig"	"Steph"	"Stalk1"	"CroSet"
"A1"	0.141575492175824	0.511714166839667	0.330342815076923	0	0	0	0	0	0	0.00491025777227565	0.00491025777227565	0.00163675259075855	0.00163675259075855	0.00310982992244125	0.000163675259075855
"A2"	0.11118215672996	0.563716682291872	0.494707236346953	0	0	0	0	0	0	0	0	0	0	0	0
"A3"	0.950468078326286	0	0	0	0	0	0	0	0	0.0148595765021143	0.0148595765021143	0.00495319216737143	0.00495319216737143	0.00941106511800572	0.000495319216737143
"A4"	0.79181283497396	0	0	0	0	0	0	0	0	0.0624561495078121	0.0624561495078121	0.020818716502604	0.020818716502604	0.0395555613549477	0.0020818716502604
"A5"	0.158091725822366	0	0	0	0	0	0	0	0	0.25257248225329	0.25257248225329	0.0841908274177634	0.0841908274177634	0.159962572093751	0.00841908274177634
"A6"	0	0	0	0	0	0	0	0.0796507670864286	0	0.276104769874071	0.276104769874071	0.0920349232913572	0.0920349232913572	0.174866354253579	0.00920349232913571
"A7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"A8"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B1"	0.0218045461943261	0.983632474092413	0	0	0	0	0	0	0	0	0	0	0	0	0
"B2"	0.61628680567188	0.983632473918637	0.444808813820658	0	0	0	0	0	0	0	0	0	0	0	0
"B3"	0.128401281143233	0.545566493293748	0.341042434228577	0	0	0	0	0	0	0	0	0	0	0	0
"B4"	0.00807059984304629	0	0	0	0	0	0	0	0	0.297578820047086	0.297578820047086	0.0991929400156954	0.0991929400156954	0.188466586029821	0.00991929400156954
"B5"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B6"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B8"	0	0	0	0	0	0.0420486285578264	0	0	0	0.287385411432652	0.287385411432652	0.0957951371442174	0.0957951371442174	0.182010760574013	0.00957951371442174
"C1"	0.76021466123248	0	0.02579111540997	0	0	0	0	0	0	0.00566008922109862	0.00566008922109862	0.00188669640703287	0.00188669640703287	0.00358472317336246	0.000188669640703287
"C2"	0	0.0573210825980951	0.926316742008263	0	0	0	0	0	0	0.00490865261809258	0.00490865261809258	0.00163621753936419	0.00163621753936419	0.00310881332479197	0.000163621753936419
"C3"	0.435716933774421	0.0975257452750967	0	0	0	0	0	0	0	0.140027196285145	0.140027196285145	0.0466757320950482	0.0466757320950482	0.0886838909805916	0.00466757320950482
"C4"	0.287970220158257	0	0	0	0	0	0	0	0	0.213608933952523	0.213608933952523	0.0712029779841743	0.0712029779841743	0.135285658169931	0.00712029779841743
"C5"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C6"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C8"	0.0248770083405318	0	0	0	0	0	0	0	0	0.29253689749784	0.29253689749784	0.0975122991659468	0.0975122991659468	0.185273368415299	0.00975122991659468
