"ArtCal"	"MalLau"	"SalMel"	"LeyCon"	"MalFas"	"EriFas"	"OpuLit"	"RhusInt"	"SamCer"	"DeiFas"	"ShoGra"	"BraNig"	"Steph"	"Stalk1"	"CroSet"
"A1"	0.143324015701926	0.506216400923427	0.334422703304494	0	0	0	0	0	0	0.00481106402104581	0.00481106402104581	0.00160368800701527	0.00160368800701527	0.00304700721332901	0.000160368800701527
"A2"	0.0867234757895096	0.510845463689551	0.514663445076397	0	0	0	0	0	0	0	0	0	0	0	0
"A3"	0.791165588822882	0	0.0181271646657446	0	0	0	0	0	0	0.057212173953412	0.057212173953412	0.0190707246511373	0.0190707246511373	0.0362343768371609	0.00190707246511373
"A4"	0.600691673356041	0	0	0	0	0	0	0	0	0.119792497993188	0.119792497993188	0.0399308326643959	0.0399308326643959	0.0758685820623522	0.00399308326643959
"A5"	0.202978243890586	0	0	0	0	0	0	0	0	0.239106526832824	0.239106526832824	0.0797021756109414	0.0797021756109414	0.151434133660789	0.00797021756109414
"A6"	0	0	0	0	0	0	0	0.201406663905559	0	0.239578000828332	0.239578000828332	0.0798593336094442	0.0798593336094442	0.151732733857944	0.00798593336094442
"A7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"A8"	0	0	0	0	0	6.79801119116863e-05	0.00887278965947768	0	0	0.297317769068583	0.297317769068583	0.0991059230228611	0.0991059230228611	0.188301253743436	0.00991059230228611
"B1"	0.0933723539161997	0.983632474024054	0.0205255995438036	0	0	0	0	0	0	0	0	0	0	0	0
"B2"	0.424585623719246	0.983632473909183	0.391851011224574	0	0	0	0	0	0	0	0	0	0	0	0
"B3"	0.185207897373238	0.506137667789602	0.217547884460489	0	0	0	0	0	0	0.0273319651130013	0.0273319651130013	0.00911065503766711	0.00911065503766711	0.0173102445715675	0.000911065503766711
"B4"	0.122948560379098	0	0	0	0	0	0	0	0	0.263115431886271	0.263115431886271	0.0877051439620902	0.0877051439620902	0.166639773527971	0.00877051439620902
"B5"	0.0224069270853684	0	0	0	0	0	0	0	0	0.293277921874389	0.293277921874389	0.0977593072914632	0.0977593072914632	0.18574268385378	0.00977593072914632
"B6"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B8"	0	0	0	0	0	0.168372535782482	0	0	0	0.249488239265255	0.249488239265255	0.0831627464217518	0.0831627464217518	0.158009218201328	0.00831627464217518
"C1"	0.501934187662984	0	0.175919235535198	0	0	0	0	0	0	0.00617843509619305	0.00617843509619305	0.00205947836539768	0.00205947836539768	0.0039130088942556	0.000205947836539768
"C2"	0	0.180662336372115	0.775971986384029	0	0	0	0	0	0	0.0130097031731569	0.0130097031731569	0.00433656772438562	0.00433656772438562	0.00823947867633268	0.000433656772438562
"C3"	0.453515410106505	0.208472515370692	0	0	0	0	0	0	0	0.101403622356841	0.101403622356841	0.0338012074522803	0.0338012074522803	0.0642222941593326	0.00338012074522803
"C4"	0.350671397558329	0	0	0	0	0	0	0	0	0.194798580732501	0.194798580732501	0.0649328602441671	0.0649328602441671	0.123372434463918	0.00649328602441671
"C5"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C6"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C8"	0.0979152370427452	0	0	0	0	0	0	0	0	0.270625428887176	0.270625428887176	0.0902084762957255	0.0902084762957255	0.171396104961878	0.00902084762957255
