Specimen ID,Specimen,Sample,Sample ID,Run Time,All Abs. Count,All Count,E4 Abs. Count
27,T4_______8_12_20,127 1:10,3522,8/12/2020 11:19:46 AM,3061,60615,38.2
27,T4_______8_12_20,128 1:10,3526,8/12/2020 11:22:03 AM,3902,77093,42
27,T4_______8_12_20,128 1:20,3525,8/12/2020 11:24:49 AM,1977,39330,23.7
27,T4_______8_12_20,129 1:10,3524,8/12/2020 11:20:55 AM,2331,46332,23.5
27,T4_______8_12_20,130 1:10,3528,8/12/2020 11:25:57 AM,439,8777,11.9
27,T4_______8_12_20,130 1:5,3529,8/12/2020 11:30:47 AM,557,11135,18.4
27,T4_______8_12_20,130,3587,8/12/2020 11:36:49 AM,2405,42164,61.2
27,T4_______8_12_20,131 1:10,3530,8/12/2020 11:29:38 AM,254,5076,0.3
27,T4_______8_12_20,131 1:2,3531,8/12/2020 11:31:55 AM,339,6783,0.3
27,T4_______8_12_20,131,3588,8/12/2020 11:37:57 AM,551,10996,3
27,T4_______8_12_20,132 1:10,3532,8/12/2020 11:33:03 AM,4069,80447,18.7
27,T4_______8_12_20,133 1:10,3534,8/12/2020 11:34:11 AM,3347,66287,9.5
27,T4_______8_12_20,134 1:10,3536,8/12/2020 11:39:07 AM,1775,35350,9.35
27,T4_______8_12_20,135 1:10,3538,8/12/2020 11:40:24 AM,2265,44971,11.2
27,T4_______8_12_20,135 1:10 from OG; different stai,3539,8/12/2020 11:42:31 AM,1973,39248,7.85
27,T4_______8_12_20,136 1:10,3540,8/12/2020 11:43:40 AM,479,9550,9.8
27,T4_______8_12_20,137 1:10,3542,8/12/2020 11:45:14 AM,2499,49642,45.4
27,T4_______8_12_20,138 1:10,3544,8/12/2020 11:46:37 AM,2384,47375,16.2
27,T4_______8_12_20,139 1:10,3546,8/12/2020 11:47:45 AM,3515,69586,16.6
27,T4_______8_12_20,139 1:10  from OG,3547,8/12/2020 11:49:29 AM,3088,61151,20
27,T4_______8_12_20,140 1:10,3548,8/12/2020 11:50:47 AM,2956,58585,19.2
27,T4_______8_12_20,141 1:10,3550,8/12/2020 11:51:54 AM,526,10498,9.8
27,T4_______8_12_20,141,3551,8/12/2020 11:53:20 AM,2302,45637,89.3
27,T4_______8_12_20,142 1:10,3552,8/12/2020 11:54:46 AM,483,9659,3.8
27,T4_______8_12_20,142,3553,8/12/2020 11:55:56 AM,2272,45134,20.9
27,T4_______8_12_20,143 1:10,3554,8/12/2020 11:57:04 AM,2563,50866,15.5
27,T4_______8_12_20,144 1:10,3556,8/12/2020 11:58:11 AM,524,10448,1.55
27,T4_______8_12_20,144,3557,8/12/2020 11:59:20 AM,2989,59233,23.3
27,T4_______8_12_20,145 1:10,3558,8/12/2020 12:00:31 PM,634,12669,3.2
27,T4_______8_12_20,145 1:2,3559,8/12/2020 12:01:39 PM,1726,34337,18.4
27,T4_______8_12_20,146 1:10,3560,8/12/2020 12:02:47 PM,2570,51044,14.5
27,T4_______8_12_20,147 1:10,3562,8/12/2020 12:03:55 PM,4801,94765,32.4
27,T4_______8_12_20,147,3563,8/12/2020 12:05:05 PM,2432,48220,16.3
27,T4_______8_12_20,148 1:10,3571,8/12/2020 12:06:14 PM,2747,54509,17.2
27,T4_______8_12_20,148,3572,8/12/2020 12:07:22 PM,19709,202801,82.9
27,T4_______8_12_20,unstained GTA,3589,8/12/2020 12:08:17 PM,132,2636,0.4
27,T4_______8_12_20,149 1:10,3573,8/12/2020 12:09:26 PM,328,6544,0.35
27,T4_______8_12_20,149,3574,8/12/2020 12:10:34 PM,1042,20780,0.95
